,Node_1,lat,lon,Node_2,lat,lon
367,415369698,56.8254639,60.5610832,679140068,56.8253551,60.5622757
368,415533585,56.8017624,60.645071,1140378627,56.8015173,60.6445773
369,415533588,56.8016969,60.6451814,2114705802,56.8025311,60.6468755
370,415534056,56.7956683,60.6397826,915513972,56.7971065,60.6362051
371,416564069,56.8229195,60.5867898,968518512,56.8238989,60.5863656
372,416564075,56.8175474,60.5854217,416611715,56.8178601,60.584668
373,416611715,56.8178601,60.584668,600645382,56.820724,60.5768975
374,929836272,56.812632,60.5902889,416571304,56.8180451,60.5884148
375,958472806,56.8159432,60.5890009,416571308,56.8172351,60.5886898
376,416571309,56.8171881,60.5881104,970886128,56.8159253,60.5885534
377,416574209,56.8151816,60.5888152,416574217,56.8151155,60.5884116
378,416574217,56.8151155,60.5884116,416564074,56.8158147,60.5875432
379,416574217,56.8151155,60.5884116,416574210,56.8149557,60.5889354
380,175075312,56.8594084,60.5502551,591780190,56.8597111,60.5502911
381,416611723,56.8175834,60.5841733,416611715,56.8178601,60.584668
382,417803532,56.8034522,60.5378629,416918626,56.7993971,60.5329055
383,975581851,56.8243527,60.69206,417792673,56.8252461,60.692735
384,417792673,56.8252461,60.692735,230727343,56.8253283,60.6927886
385,176545267,56.8466582,60.4923354,1830497576,56.8459955,60.4912987
386,1830497576,56.8459955,60.4912987,1830497574,56.8451132,60.4905816
387,1830497574,56.8451132,60.4905816,418725497,56.8342621,60.4680009
388,418813312,56.8633839,60.6905021,418813361,56.8635059,60.6884078
389,418813358,56.8507232,60.682743,418814402,56.8537427,60.6770377
390,1249526791,56.8480447,60.7100366,419269039,56.847856,60.7098379
391,419269039,56.847856,60.7098379,411726836,56.8448426,60.7029186
392,825255598,56.8828554,60.6633409,3311678238,56.8759914,60.6589147
393,3311678238,56.8759914,60.6589147,418997401,56.875744,60.6582697
394,268277479,56.8604319,60.6289693,176134377,56.8620975,60.6263868
395,268277478,56.8597456,60.6277149,268277479,56.8604319,60.6289693
396,419269039,56.847856,60.7098379,419269039,56.847856,60.7098379
397,490518213,56.7975121,60.5281921,417803533,56.7971713,60.5287869
398,417803533,56.7971713,60.5287869,417803538,56.7970886,60.5289319
399,417803538,56.7970886,60.5289319,490518214,56.7968416,60.5293616
400,192291052,56.870851,60.5136475,241928678,56.879915,60.4917078
401,421329722,56.8270619,60.5623859,421329726,56.8268243,60.5607421
402,422443428,56.8147361,60.5499488,192106219,56.8143361,60.5496166
403,422443427,56.8145164,60.5512432,422443428,56.8147361,60.5499488
404,422443428,56.8147361,60.5499488,1336665730,56.815064,60.5482402
405,422443433,56.8117291,60.5476606,422443424,56.8110719,60.5474107
406,424886036,56.7899433,60.4802362,424886012,56.789455,60.4817876
407,424886036,56.7899433,60.4802362,424886075,56.7908406,60.4726205
408,424891886,56.7977894,60.4886125,1306149806,56.7982201,60.4853098
409,1306149806,56.7982201,60.4853098,1306149700,56.7983396,60.4848363
410,1306149679,56.7989373,60.4944331,1306149723,56.7983958,60.4920179
