Node,Adjacent nodes
411275026,"[651316838, 825869546, 413942172]"
761499598,"[5165808816, 707134921]"
319524893,"[2429313139, 220464469, 319524890, 319524895]"
319524895,"[319524896, 319524893]"
319524896,"[319524908, 319524895]"
319524908,"[220470133, 2916981676, 319524896, 410053827]"
319525171,"[176188559, 176279662]"
5107229766,"[5107229794, 2861412279]"
5107229768,"[179399592, 1616486769, 192128662]"
4778594872,"[1751950466, 924257867]"
5107229776,"[707134921, 5107229794]"
411275950,[1217202930]
411275961,"[411275960, 411276240]"
411275964,[411276972]
5107229778,"[179399586, 5107229795, 192076454, 5156320905]"
411276240,"[449207223, 412102600, 411275961]"
414422156,"[412359792, 176609231]"
175347187,"[513094235, 2548263294]"
175347189,"[412539987, 513094235]"
175347199,[5290924719]
411276971,[411276972]
411276972,"[411276971, 1090393934, 411275964]"
3158022307,"[176188854, 176195118]"
176397094,"[192291874, 413771080, 416547560, 241925326]"
220961837,"[990043723, 503401130]"
3700614811,"[410851161, 176169927]"
241924526,"[241919962, 414574792, 414575548]"
453222114,[453223425]
1699781346,"[410058305, 1699781363, 1699781359]"
192116649,"[192073549, 192116652, 192144081, 4915897709]"
1699781363,"[1699781359, 1699781346, 1699781403, 999470855]"
453223425,[453222114]
192128662,"[192117340, 179399592, 1616486769, 5107229768]"
4889154395,[599905974]
798730340,"[192083137, 4170810592]"
798730344,"[192083170, 618832572]"
1645456305,[1645456330]
1645456330,"[176668360, 1645456305, 341979449]"
411283100,"[411283095, 411283072, 411283073]"
432779576,[432779607]
432779577,"[506996294, 471484182]"
900444494,"[503118102, 2823802911]"
432779607,"[432779576, 1385723550]"
432779613,"[432779595, 921254648]"
3512399415,"[412516638, 492447890]"
1705549342,"[2874362911, 2874362912]"
1615721380,"[175036073, 176533535]"
457422373,"[179408141, 1234581628, 2224695399, 179453622]"
4792906715,[435309284]
175355780,"[179437086, 175355781]"
411286166,"[411271208, 3689739256, 411283072]"
192134076,"[192116655, 192117340, 192117168]"
3716922624,"[179453624, 4433695672]"
931380617,"[410918930, 176176323]"
915652041,"[1470630250, 412820516]"
411811583,"[410983333, 871025891]"
192135439,"[192127240, 192135440, 192116652]"
186368349,"[186368671, 432575467]"
2283123679,"[419750588, 2283123676, 2749098286, 810324773]"
186368571,"[175276975, 186368666]"
651316838,"[411275026, 2615028320]"
186368666,"[186368671, 186368571]"
186368671,"[186368666, 186368349]"
1337181360,"[3331483165, 668987077]"
186369503,"[186404995, 871025888, 971707802, 2877655537]"
192136672,"[192145051, 4780933800, 192145123]"
192136676,"[492447890, 663239418]"
4886929679,"[176533535, 2324428082]"
568020067,"[176157983, 568020068]"
568020069,"[176157976, 568020068, 176147433]"
568020070,"[176147433, 176169927]"
2319928608,"[2319928612, 3546770314]"
610520819,"[841989530, 538986783]"
2114705802,"[415533588, 878804561]"
422443427,"[422443428, 175060064]"
422443428,"[192106219, 422443427, 1336665730]"
422443433,"[422443424, 422443423]"
1278990843,"[225658112, 212641546]"
1110694704,"[599905971, 4247935489]"
411818834,"[412486513, 413554877]"
192117165,"[192116655, 3773117002]"
1615198889,"[456228114, 176157987]"
192144062,"[416564074, 3630743528]"
192144076,"[3630743527, 3630743528]"
192144081,"[192116649, 192145896]"
192144682,"[192135441, 192144824, 192145896]"
192144824,"[192135441, 192145051, 192144682]"
1336665714,"[637623877, 1336666063]"
1336665730,"[422443428, 491074149]"
414443282,"[414443279, 702107791, 176195127, 503093048]"
414443319,"[412413113, 414443365, 456228114, 412413111]"
411827206,[430297650]
2749098286,"[419750582, 2283123679]"
192145896,"[192144081, 192144682, 192145123]"
3122368904,"[915838100, 2970412270, 409769015]"
919334008,[242545360]
319892993,"[319892986, 175071713]"
4887503183,"[2283319420, 2283239728]"
3711914797,"[212641538, 212641540]"
477361333,"[192203114, 1479400983, 1344162072]"
477361371,"[412479670, 192202835, 192203114]"
1352399340,"[412477811, 1352399404]"
1352399404,"[1352399340, 192224757]"
1049360968,"[540867697, 540867722, 540867705]"
1184103403,"[175281719, 3602465775]"
412351964,"[176133255, 538716089, 411232472]"
416547560,"[416547601, 176397094, 192290906, 5264049283]"
416547564,"[241925326, 1139134027, 416547601]"
416547601,"[416547560, 416547564]"
411829193,[179399605]
220464469,"[319524893, 220464473, 176188559, 3194360852]"
220464473,"[220464469, 1621165387]"
220464475,"[614328279, 1621165387]"
3426528149,"[3426528148, 243796260]"
424892031,[424904294]
5290924719,"[618802678, 3889575869, 175347199]"
2126776920,"[176188572, 176188854, 176189218]"
220465862,[220403457]
1615725013,"[955659499, 176602990]"
805571450,"[2283123676, 2283239628, 810324773]"
805571452,"[1589522272, 419750588, 810324773]"
220466704,[614328279]
2300983965,"[179598252, 179598254]"
412356840,"[412356841, 412356843]"
412356841,"[192082991, 412356840]"
412356843,"[192083125, 192083126, 412356840, 2324428076]"
2126032288,"[4703415945, 2126032275]"
192156852,"[4843531472, 220566411, 4346893827, 4843537109]"
3684439934,"[220500686, 3684358044]"
220469212,"[1948960586, 220469213]"
220469213,"[220469233, 220469212, 521678895]"
220469226,"[220403457, 220469234]"
220469233,"[220469213, 220469234]"
220469234,"[412224917, 220469233, 220469226, 3732513225, 1393925359]"
220470133,"[220470138, 319524908, 230710525, 611055456]"
220470138,"[220470133, 521678895]"
412359791,"[176611811, 412359792, 3575471895]"
412359792,"[412359791, 600645381, 414422156]"
5052829943,"[4428552173, 5052829956]"
544481056,"[176289960, 412050738]"
544481058,"[175249720, 412050737]"
2370576229,"[1260431964, 2370576248, 2370576248]"
2370576248,"[349980756, 2370576229, 2370576229]"
1153180667,"[176171245, 410873827]"
409740819,"[410194944, 409770814, 409766060, 360181866]"
538716089,"[412351964, 409773016]"
538716090,"[409773017, 411232472]"
1184114912,"[176668369, 1184115021]"
1184114948,"[176696076, 435328522]"
1184115021,"[410992895, 1184114912]"
212609464,"[176144588, 636984050]"
1853830366,"[5170589322, 1853830344, 1853830367, 1133656877]"
1853830367,"[1853830368, 175136135, 1853830366]"
1853830368,"[5170589322, 1853830367]"
929836272,"[416571304, 968534101]"
3311678238,"[825255598, 418997401, 2874310209]"
3210491160,"[175124192, 175124190]"
431240712,[3234118027]
1418999560,"[476273655, 231270638]"
415369698,"[679140068, 415369699]"
1620327265,[1620327269]
1620327269,"[1620327289, 1620327265]"
1620327289,"[231270601, 1620327269]"
930364687,"[176176323, 1070932824]"
192135441,"[192144682, 192144824, 192135440]"
413942172,"[411275026, 813213151]"
416564069,"[968518512, 416571303]"
416564071,"[175054405, 4778199164, 175054404, 968518512]"
416564073,"[970886128, 416564075, 957051555]"
416564074,"[416574217, 192144062]"
416564075,"[416611715, 474653834, 416564073]"
349980756,"[360181868, 2370576248]"
725896225,[5253491622]
412372139,"[176602997, 643337560]"
175394249,"[242545360, 242545413, 919334010, 243796260]"
175394255,"[412747181, 536496850, 243796174]"
175394257,"[412747179, 459485884, 1005022141, 1005022140]"
175394261,"[459485884, 175397209, 176132470]"
186404995,"[186369503, 541402048]"
186404998,"[541402048, 186405002]"
186405002,"[186405013, 186404998, 230718286]"
186405013,"[186405002, 541400704]"
186405020,"[541400704, 823458995]"
412224917,"[220469234, 175266290]"
913068564,"[176609224, 175054394]"
424956907,"[220561270, 1553399292]"
424956913,"[220561270, 1699842625, 192094935]"
541348909,"[241924545, 241924897]"
175397196,"[243796255, 243796260, 536496872, 242545360]"
175397199,"[1362575912, 536496872, 536496842]"
175397205,"[175397206, 412747179]"
175397206,"[175397205, 175397209]"
175397209,"[360181868, 175397206, 175394261, 459436065]"
412050738,"[544481056, 176300884]"
416571303,"[416564069, 416571304]"
416571304,"[929836272, 416571303]"
416571308,[958472806]
455892925,"[474896843, 421329722]"
2429313139,"[2788642078, 319524893, 2373232700, 2429313146]"
2429313146,"[2429313139, 410058305, 2788642078]"
412749998,[418997388]
412750017,[435322583]
2888591070,"[2431222034, 192138568, 179399601]"
455895476,"[175036073, 421328833]"
455895478,"[176267569, 421329726]"
416574209,"[416574217, 970886128, 416574210]"
416574210,"[416574217, 416574209, 2192770314]"
416574217,"[416574209, 416564074, 416574210]"
528622904,"[528622902, 463190927, 241925326]"
241919962,"[241924526, 652693864]"
179598075,"[175271084, 179462993, 175267781]"
476276888,"[176279665, 471730363]"
179598252,"[338186107, 2300983965, 1014192408]"
179598254,"[179598255, 2300983965]"
179598255,"[179598254, 179414096]"
456946647,"[999135092, 456946649, 176141482]"
456946649,"[456946647, 176141242, 2210410034]"
514618489,"[418813358, 514618493]"
514618493,[514618489]
514618594,"[418813361, 3602461035]"
432575467,"[186368349, 432577978]"
412383281,"[176133255, 1005022140]"
4863709213,[4863709208]
854358493,"[410851161, 176176310]"
175248472,"[1140378627, 175250124]"
4160885990,[813213151]
3630743527,"[192144076, 192073549]"
3689551403,"[230855175, 176195120]"
3546770314,"[618576148, 2319928608]"
220497815,"[220500339, 175129449, 3684358044, 3706390529]"
409766060,"[175127329, 409770819, 179406613, 409740819]"
415533585,"[1140378627, 565330203]"
415533588,"[2114705802, 1140378626]"
415534056,[915513972]
220500339,"[220497815, 179442776]"
220500686,"[179442775, 3684439934]"
810324773,"[805571452, 805571450, 4247935489, 2283123679]"
409769012,"[409770816, 1071128522, 409769020, 2368611037]"
409769015,"[3133122012, 3122368904]"
409769016,"[360178196, 176188551, 409769019]"
409769019,"[409770817, 409769020, 409769016]"
409769020,"[360178196, 409769019, 409769012]"
2046596624,"[410058308, 1608497388]"
2046596649,"[176195122, 293107245]"
503093048,"[761892211, 414443282]"
212638155,"[1490092440, 3574777411, 1008892580]"
176668371,"[176699630, 176668369]"
409770814,"[409740819, 2368611019]"
409770816,"[409769012, 409770817, 409770819]"
409770817,"[409770816, 409769019, 409770819]"
409770819,"[409770817, 409770816, 409766060]"
3923909095,"[175119655, 3923909098, 2374646874, 176201773]"
3612122139,"[220643321, 176201773]"
2608907558,[2608907557]
2374550828,"[2374550816, 2374550814, 1615447113]"
804657816,"[458757595, 871025864]"
175075315,"[175066119, 175075312, 241919839, 175036127, 591780190]"
192192660,"[409773017, 2112395507, 494064139, 409773016, 507091518]"
175250124,[175248472]
5045186638,"[3498419467, 412496979]"
409773016,"[3133122012, 538716089, 192192660, 409773017]"
409773017,"[192192660, 1507014289, 538716090, 409773016]"
409773023,"[1277005296, 1507014289]"
1751950466,"[176529951, 4778594872]"
212641538,"[3711914797, 176195120, 3689569432]"
212641540,"[293107382, 176195122, 225658112, 3711914797]"
212641546,"[212641552, 1253924563, 1253924563, 1278990843, 1614180954]"
212641552,"[212641546, 633565264]"
2373232700,"[410046808, 2429313139, 2788642078]"
1341958320,"[175119648, 410968157]"
4538165802,"[1204230031, 1204230041, 4538165799]"
1474079205,"[810975635, 1474079206, 3716995644, 2283239728]"
1474079206,"[2283239636, 1474079205, 2283239723, 2283239701]"
422443423,"[422443433, 192106219, 412339331]"
192196885,"[494064139, 445428129]"
192196891,"[176279670, 410983326]"
445428129,"[1479400995, 192196885]"
2045030954,"[360179250, 3942857069]"
2045030961,"[3207250367, 2164270459]"
445428494,"[341979449, 179408141]"
1613897211,"[176195127, 176147425]"
3674518538,"[192073543, 979065120]"
3674518558,"[175060062, 3674760548]"
490518213,[417803533]
490518214,[417803538]
412229300,"[412229350, 175271079]"
412229308,"[175271064, 175271077]"
412229355,"[175271080, 175271079]"
3234118027,"[431240712, 2608907557]"
490521151,"[490521152, 419750580]"
490521152,"[490521151, 419750581, 3707817247]"
2788642078,"[2429313139, 2373232700, 2429313146, 410402587]"
413451787,"[192202829, 413451788, 175127328, 662932249]"
413451788,"[192202829, 413451787, 176188559, 175126208]"
192202829,"[413451787, 413451788, 410953404]"
192202835,"[477361371, 1344162086, 192203114, 1344162095]"
192203114,"[1344162072, 477361333, 477361371, 192202835]"
220514983,[220514986]
220514986,[220514983]
220514987,"[175258850, 192127240]"
914672726,[241893649]
192116655,"[192117165, 192134076, 192116652]"
4147377889,"[225658107, 225658109]"
212652884,"[212656908, 412050736, 176176320]"
4433695672,"[3716922624, 1234581628]"
2283239628,"[2283239630, 805571450]"
2283239630,"[2283239636, 2283239628, 2283123676]"
212654521,"[212656908, 176157983, 176157986]"
192117168,"[192134076, 3773117002]"
241924545,"[175075308, 652693864, 541348909]"
419750580,"[490521151, 419750581, 419750583, 419751365]"
419750582,"[419750581, 2749098286, 419750583, 3236233272]"
419750583,"[419750582, 419750580, 3236233267, 419750586]"
241924897,"[369643527, 241925111, 541348909]"
212656908,"[212652884, 212654521, 412096536]"
176301558,"[176195119, 2884663915, 176300872]"
175432817,[3806412127]
2970412269,[2970412255]
419751365,"[417803533, 419750580]"
241925111,"[241924897, 241925114]"
241925118,"[1071004567, 241925114]"
3114069061,"[175355781, 3114063256]"
3514100851,"[225604293, 225604290]"
412413111,"[702107791, 2861412279, 414443319]"
412413112,[412413113]
412413113,"[2861412235, 414443319, 416794923, 412413112]"
416608928,"[319893201, 369643527]"
242545360,"[175394249, 2910142023, 919334008, 175397196]"
242545413,"[175394249, 242545420]"
242545420,"[875617143, 176134383, 242545413]"
176267591,"[176267588, 4843537109]"
1102902717,"[243796175, 412747179, 1102902718]"
1102902718,"[1102902717, 412747181, 243796175]"
421328833,"[421328834, 455895476]"
421328834,"[421328838, 421328833]"
421328838,"[421328834, 175036060]"
503118102,"[900444494, 491863809]"
4856966745,"[175054394, 175054397]"
421329722,"[421329726, 455892925]"
421329726,"[421329722, 455895478]"
540867722,"[414575548, 1049360968]"
540867729,"[414575548, 456738465]"
823458995,"[186405020, 411726836]"
416611715,"[416564075, 600645382, 416611723]"
416611723,"[416611715, 290609674, 474653834]"
3236233266,"[2283319420, 419750581]"
3236233267,"[417803538, 419750583]"
3236233272,"[419750582, 2283239723]"
3114063256,"[3114069061, 4134012908]"
176302954,"[176294204, 1613857458]"
2140997120,"[1348942855, 1348942864]"
1005027689,"[413541328, 192076454]"
1217202930,"[293104776, 411275950, 411275960]"
426476029,"[176533525, 176533532]"
3518828018,"[229201068, 760853843]"
2351239270,"[820107858, 1241659477]"
453316803,[471441994]
541397189,"[456766260, 612896049]"
220533627,"[485535276, 175058339, 796777490]"
410851161,"[854358493, 3700614811]"
3716995644,"[416918629, 1474079205]"
192224757,"[1585537475, 1352399404]"
541400704,"[186405020, 186405013]"
600645381,"[600038269, 412359792]"
600645382,"[416611715, 600038269]"
4890963965,"[4890963966, 3721211688, 4890964001]"
4890963966,"[3721211689, 4890963965, 4890964002]"
410853780,"[1479400988, 1014655166]"
1667484915,"[1204230031, 360177589]"
541402048,"[186404998, 186404995]"
875617109,"[179413468, 875617143]"
875617143,"[242545420, 875617109]"
424904294,[424892031]
341979449,"[445428494, 1645456330]"
1060972451,"[176300884, 655219417, 655219456]"
2318880887,"[176157986, 618576148]"
192224754,"[1241659477, 1585537475, 313890618, 3858169962, 3858169964]"
192228507,"[412472941, 176201773, 175131770, 175131769]"
571813112,"[4552081587, 4552081588]"
846540106,"[220646593, 175054406]"
723856991,"[176184693, 360181866]"
3721211689,"[4890963966, 4428552172]"
1111830750,"[411275021, 2615028320]"
491074149,"[1336665730, 1336666063, 192106219]"
419772415,"[231270601, 4271975656, 419772423]"
419772423,[419772415]
412496920,"[412496938, 414576434]"
4243906366,"[1271979992, 4321064768, 3498419458, 176201781]"
418725497,[1830497574]
503136592,"[179399586, 707134921]"
503136594,"[1616486769, 5156320905, 5107229795]"
475874443,"[1624927321, 1306149679]"
2319928612,"[2319928608, 176157987]"
418202970,"[175129449, 410968174]"
3689236014,"[412049654, 538986783]"
4321064768,"[4243906366, 3498419454, 4321064770]"
4321064770,"[1271979992, 179428591, 4321064768]"
4967986735,"[474896843, 176267562, 176609221]"
3889575869,"[5290924719, 412539987]"
4229779502,"[1589522272, 1133482461]"
419750581,"[419750582, 419750580, 490521152, 3236233266]"
419750586,"[419750588, 419750583]"
419750588,"[805571452, 2283123679, 419750586]"
1234581628,"[457422373, 179457051, 4433695672]"
724916519,"[176188559, 176279665]"
411275021,"[1111830750, 411275023]"
2970412255,"[2970412270, 2970412269]"
1253924563,"[212641546, 212641546, 411677237]"
3575471895,"[412359791, 290609674]"
2304598229,[1306149806]
413541328,"[1005027689, 314575417]"
313890618,"[192224754, 3774821101]"
4869735541,"[176605399, 176267562, 176267562]"
410873827,"[410873843, 1153180667]"
410873843,"[410873827, 411721999]"
410875074,[632375000]
231270661,"[176267607, 3512350116, 231270657]"
319529728,"[2884663915, 2883155337]"
179453624,"[3716922624, 1483045608, 179457578]"
220559667,[220559672]
220559672,[220559667]
1483045608,"[410983328, 410983326, 179453624, 1483045630]"
1483045611,"[1483045606, 1483045627]"
1483045627,"[1483045633, 1483045611]"
1483045630,"[1483045635, 1483045608]"
1483045635,"[410983329, 665864109, 1483045630, 458755944]"
3701666386,"[225604293, 410060116]"
1036926912,"[1036925116, 1036927209, 1036925116]"
220561270,"[220561273, 424956907, 424956913]"
220561273,"[220561270, 220561274, 220563120, 192094933]"
220561274,[220561273]
2874362911,"[2874362910, 1705549342]"
565330203,"[415533585, 175267819]"
220563120,"[220561273, 176267600, 192136677]"
220563123,[220568918]
220563600,[220566408]
419269039,"[1249526791, 411726836, 419269039, 419269039]"
220564194,"[192136677, 220564673]"
220564673,"[2964683055, 220564194]"
1277005296,"[569925214, 409773023]"
220566408,[220563600]
220566411,"[2965584768, 192156852]"
3783103644,"[424893809, 424886012, 1827822139]"
268277478,"[268277479, 411232472]"
999135092,"[1853830344, 456946647, 176141242]"
412457842,"[316419821, 412457934, 412457857]"
412457857,"[414402702, 412457842]"
412457934,"[412457842, 2374550816]"
1393925359,"[3732513226, 220469234]"
220568918,[220563123]
268279674,"[268279718, 2877655537]"
268279718,"[268279674, 230718295]"
268280159,"[230718291, 3605048985, 3077985666]"
428712810,[1204230016]
1093510001,[411275960]
2599265516,"[2148632653, 4346893827]"
3498419454,"[456766260, 179428591, 4321064765, 4321064768]"
3498419458,"[1271979992, 4243906366, 3498419461]"
3498419472,"[414402702, 175136127, 4321693014]"
1193125214,"[176188555, 176668351]"
175036060,"[175060062, 421328838]"
2861412279,"[412413111, 5156320905, 5107229766]"
176533525,"[426476029, 176529951]"
176533532,"[176537731, 426476029, 176533535]"
176533535,"[4886929679, 176533532, 1615721380]"
176533537,"[192083472, 192083125]"
5035970508,"[4428552168, 3498419461, 5035973227]"
175036077,"[175031576, 4428552173, 175036080, 5052829956]"
829799254,"[411274440, 412102594, 411225440]"
176537731,"[176567986, 176533532, 176573578]"
176537738,"[176573578, 176537747]"
176537747,"[176545259, 176537738]"
4875329710,"[175036074, 4428552173]"
192127240,"[192138568, 192135439, 220514987, 2299148928]"
192127250,"[175266154, 1133482461]"
1139134027,"[416547564, 3429848454]"
220403533,"[1117151763, 220403524, 456717152]"
663606420,"[176180269, 176180273]"
179457578,"[179453624, 410983326, 179453623, 2224695399]"
651316802,"[411225437, 412102594]"
412472941,"[192228507, 175136127, 3923909098]"
829806237,[1093455916]
829806254,[412102611]
412473558,"[3639208477, 1616495239]"
591780190,"[175075312, 175075315, 241918725]"
655219314,"[655219456, 655219417]"
655219417,"[1060972451, 655219430, 655219314]"
655219430,[655219417]
655219456,"[176300880, 655219314, 1060972451]"
796777476,"[491863809, 485535276]"
796777490,"[220533627, 4780933800]"
176545259,"[176537747, 176545267]"
1479400988,"[179408143, 1479400995, 410853780, 1479400983]"
1479400989,"[179408141, 1479400983, 179408143, 1479400995]"
1479400995,"[1479400988, 445428129, 1479400989]"
3291866153,"[176277603, 176277605]"
494789959,"[176132475, 1344666015]"
494789960,[1344666015]
430302643,[241895609]
614328279,"[220464475, 220466704]"
414574792,[241924526]
412477811,"[1352399340, 410968174]"
783673845,"[176184693, 2368611035]"
540867697,"[1049360968, 319893177, 540867716, 540867705]"
540867705,"[540867706, 540867697, 1049360968]"
540867712,"[540867706, 540867716, 540867735]"
540867716,"[540867712, 319893177, 540867697]"
414575548,"[241924526, 540867729, 540867722]"
414575555,"[540867735, 414576431]"
411726857,[411726836]
414576431,"[414576434, 414575555]"
414576434,"[175036094, 414576431, 412496920]"
2158121644,"[1344162086, 175126230]"
412479670,"[475991535, 477361371]"
1344666015,"[494789959, 494789960]"
422443424,"[422443433, 175060064, 175060069]"
440269956,[440269960]
440269960,[440269956]
1369833260,"[176144588, 176144585]"
4428552173,"[175036077, 5052829943, 4428552172, 4875329710]"
3426528148,"[536496857, 3426528149]"
3077985666,"[795958935, 268280159]"
5107229795,"[5107229778, 192076454, 503136594]"
538837615,"[415369699, 176267569, 192083170]"
707134921,"[761499598, 503136592, 5107229776]"
220822969,"[412537658, 482310174]"
471730363,"[476276888, 176279670]"
412486513,"[212617843, 176203293, 411818834, 4778199164]"
3194360849,"[3194360852, 611055456]"
3194360852,"[220464469, 3194360849]"
413537567,"[179399582, 5165808816, 968534101]"
1080431991,"[360177841, 360179822]"
411283073,"[411283100, 412044782]"
1090393934,[411276972]
411283092,[411283072]
179460670,"[2223135286, 179462993, 179460367]"
192290378,"[192290383, 463190927]"
192290383,"[241918719, 192290378, 192290386]"
192290386,"[413771080, 192290391, 192290383]"
192290391,"[192290386, 243796233]"
410918930,"[931380617, 176176320]"
192291048,[192291050]
192291050,"[412820516, 192291048, 175082606]"
192291052,"[241928678, 241927052]"
3732735377,"[2661430382, 3732513226]"
2368611035,"[2368611019, 2368611059, 783673845, 176184694]"
2368611059,"[1260431964, 2368611037, 2368611035]"
192291874,[176397094]
432779595,"[432779613, 1385723550]"
2615028320,"[1111830750, 651316838]"
931540544,"[1154170407, 176169927]"
1589522272,"[4229779502, 805571452]"
4890964001,"[412496980, 4890964002, 4890963965]"
4890964002,"[4890964001, 175031576, 4890963966]"
837169557,"[921254612, 482291855]"
975581851,"[417792673, 230726799]"
412496938,"[175036080, 412496920]"
412496968,"[412496987, 175031579]"
412496979,"[5035973227, 5045186638]"
412496980,"[4890964001, 1410305940, 5035973227, 4428552168]"
412496987,"[412496968, 175031590]"
955659499,"[1615725013, 175031572]"
176567986,"[176537731, 2324428090, 176573578]"
176567992,"[176267582, 966505785, 4843545532]"
648262610,[220403490]
1036925116,"[1036926934, 1036926912, 1036926912]"
1236679313,"[537979413, 868713895]"
1071004567,"[241925118, 3639209524]"
410402587,"[360181861, 2788642078]"
966505785,"[2148632653, 176567992]"
1036926934,"[482310174, 220833845, 1036925116]"
1036927209,[1036926912]
1344162072,"[192203114, 175127317, 1344162086, 477361333]"
1344162086,"[2158121644, 1344162095, 192202835, 1344162072]"
1344162095,"[668987077, 1344162086, 192202835]"
412502503,"[192290906, 412502509]"
412502509,[412502503]
176573578,"[176567986, 176537738, 176537731]"
175355783,"[618832572, 192091681, 4134012908, 4170810592]"
4863709208,[4863709213]
4428552168,"[176602990, 5035970508, 412496980, 3721211688]"
4428552172,"[175031574, 175031576, 3721211689, 4428552173]"
413554851,"[176201780, 795997487, 413554877]"
413554877,"[176201780, 176277596, 413554851, 411818834]"
449206481,"[539593103, 449207223, 449206488]"
449206488,[449206481]
928405846,"[645034841, 176179609]"
474896843,"[4967986735, 455892925]"
449207223,"[449206481, 411276240, 449207224]"
449207224,[449207223]
449207230,[411274443]
1117151763,"[220403533, 1117151768]"
1117151768,[1117151763]
175066119,"[175075315, 241927052, 175078694]"
3331483165,"[176279670, 1337181360]"
463190927,"[528622904, 192290378]"
1614180954,"[176147425, 212641546]"
175136127,"[412472941, 3498419472, 316419821]"
2314631335,"[225604300, 225604300, 411677237]"
3718151209,"[416918616, 3664266505]"
911637628,"[176203297, 911637622]"
220626598,"[176277596, 175054405, 220646593, 4346949778]"
1615227523,"[225658109, 225604300]"
412516637,"[175060069, 2408070140, 5006791669]"
412516638,"[412516656, 2408070140, 3512399415]"
412516656,[412516638]
810975635,"[1474079205, 2283239775]"
176144580,"[176141249, 3774821101]"
968518512,"[416564069, 416564071]"
462325140,[462325206]
462325206,"[462336788, 463064085, 462325140]"
192135440,"[192135439, 192135441]"
970886128,"[416571309, 416574209, 416564073, 958472806]"
220630798,"[220647808, 990852398, 793882469]"
175031579,"[175036080, 412496968, 175031576, 176530990]"
3694964868,"[2861412235, 3704246259]"
418813312,[418813361]
418813358,"[418814402, 514618489]"
418813361,"[418813312, 514618594]"
418814380,"[418814405, 3602286160, 175277006]"
418814402,"[418813358, 3602461035, 418814405]"
418814405,"[418814402, 418814380, 3602461035]"
939957998,"[176169918, 176169924]"
250519458,"[175281750, 175281762]"
192136677,"[220564194, 220563120, 663239418]"
410953404,"[475991535, 192202829]"
462336788,[462325206]
3610206173,"[3610206174, 637623877]"
618576148,"[176157986, 3546770314, 2318880887]"
3923909098,"[2374646872, 3923909095, 412472941, 175131770]"
176602990,"[426471806, 4428552168, 1615725013, 176609221]"
176602997,"[412372139, 708046702]"
176602999,"[176603000, 643337560]"
176603000,"[176602999, 176603001]"
176603001,"[176603002, 176603000]"
176603002,"[176603009, 176603001]"
176603009,"[176603002, 415276001]"
220643321,"[175131768, 176277597, 3612122139, 175119648]"
2613494326,"[2408070140, 1827314431, 3306373682]"
2613494334,"[3306373682, 3306373691]"
851362510,"[979065120, 176624355]"
175031563,"[175031560, 474662006]"
175031572,"[175031574, 175036073, 955659499, 568024645]"
175031574,"[175031572, 4428552172]"
175031576,"[4890964002, 175036077, 175031579, 4428552172]"
175031590,"[241920422, 175031598, 412496987, 319893201, 175036094]"
175031598,"[175031590, 319893180]"
176605047,"[176605397, 176605399, 474624776]"
176605397,"[176605047, 426471806]"
176605399,"[4869735541, 176605047]"
1615251772,"[225604300, 4937881712]"
412339328,"[2823802911, 412339331]"
412339331,"[412339328, 422443423]"
220646593,"[176277597, 846540106, 220659131, 220626598]"
492227867,"[175058331, 492227909, 175058339]"
492227909,[492227867]
1802576582,"[293107245, 230855175]"
220647808,"[223291356, 220630798, 175054406]"
1070932824,"[192078098, 930364687]"
710333756,"[175124190, 175124189]"
710333758,"[175126202, 175126204]"
175036074,"[4875327078, 4875329710]"
175036094,"[414576434, 175036112, 175031590]"
175036112,"[319893177, 175036094, 319893180, 1606501378]"
175036122,"[175036124, 1606501378]"
175036124,"[175036122, 175036127]"
175036127,"[175036128, 175075315, 175036124]"
175036128,"[412820513, 175036127, 4886960048, 3429848454]"
810997538,[1133482461]
176609221,"[176267562, 176602990, 4967986735]"
176609227,"[175054394, 4888965530]"
1520596364,"[179443339, 410067529]"
412539987,"[175347189, 829997085, 3889575869]"
3753677017,"[418998762, 435290106]"
410968157,"[3858169959, 1341958320]"
410968169,"[3858169962, 175118129]"
410968174,"[3706390529, 412477811, 418202970]"
2823802911,"[412339328, 192105128, 900444494]"
176611811,"[412359791, 176620226, 176622200]"
3704170122,"[176195123, 4937885495]"
911637622,"[911637628, 179399582]"
4321693014,"[3498419467, 414402702, 3498419472]"
4780933800,"[192136672, 796777490]"
710340578,"[175126202, 175124189, 1699781403]"
317649456,"[360181866, 176180273]"
2874310209,[3311678238]
3698302403,"[176176310, 412050736]"
220659131,"[175054407, 793883470, 2320008594, 220646593]"
1553399292,"[176267607, 3512350116, 424956907]"
3858169959,"[410968157, 5026452261]"
3858169964,"[192224754, 5026452261]"
417792673,"[975581851, 230727343]"
176620226,"[176611811, 176622200, 176609231]"
411232472,"[268277478, 412351964, 538716090, 418999307]"
175048158,"[708414979, 175040709, 410047434]"
175048160,"[410047434, 708414883]"
175048165,"[1387234850, 175054407, 1387234851]"
176132475,"[176132470, 176132477, 494789959]"
176132477,"[319893598, 176132475]"
176622200,"[176611811, 176620226, 4832001155]"
4035906190,"[176267573, 176267576]"
410873852,"[1487547117, 1914250636]"
4271975656,"[231270634, 419772415]"
4843537109,"[176267591, 192156852]"
176624355,"[1300350562, 469191096, 603470132, 851362510, 4782735521]"
176624721,"[4832001155, 1300350562]"
2908690121,"[1387234850, 708414883, 1387234852, 1387213384]"
175277019,"[175277011, 175277031]"
